mouseSpeed,mouseAngle,mouseTremors,mouseJitters,xVariance,yVariance,totalVariance,keyHoldDuration,keyHoldStd,clickIntervalAvg,scrollSpeedAvg,keyStrokeInterval,averageTimeInterval,backspaceCount,averageTimeSpent,Label,avgTimeSpentField
0.06644307454976750,2.071451241360420,1,0,544.3333333333330,14952.222222222200,124.48516198951400,14594.5,11900.609305829700,6203,0.5942880132467730,534.3172348484850,0.01,2,29222.599800000000,1,6.6505
0.025478708952862000,2.635832490225860,2,0,104.48979591836700,4810.816326530610,70.10924420109650,14951.620689655200,12266.325227233400,5393.5,0.7787154553593300,571.0789772727270,0.0804,2,41.52,1,6.632666666666670
0.017075206894640000,0.2960104609276600,0,0,839.9166666666670,13971.47222222220,121.70204964949800,9761.75,8962.422701898190,4833.8,0,397.0455683205680,0.005,0,29.491,1,4.683833333333330
0.018201111204171500,1.6563715532398100,1,0,1809.222222222220,5591.805555555560,86.02922630000680,12484.733333333300,9664.959954851800,5256.8,0.5379833469910960,446.0171717171720,0.014600000000000000,3,34.939,1,5.646333333333330
0.009809743402963550,0.5325950034771810,0,0,294.3333333333330,12674.22222222220,113.87956601408200,10342.285714285700,10115.672810958600,5922,0,379.96645719871500,0.0046,12,35.48,1,5.7140000000000000
0.023997879644308800,0.07884423724721710,0,0,2247.2653061224500,5995.673469387750,90.79063154043040,12113.25,10719.552287759000,4758.5,0.41740970816433600,455.0477813852810,0.0898,5,38.389,1,5.930500000000000
0.011697480251954300,2.120074800247570,1,0.28636604761507600,563.111111111111,1195.7777777777800,41.93910930013760,13961,14184.747604594900,4358.5,0.36514239069067,385.923268953269,-1.6150000000000000,18,39.385,1,6.311166666666670
0.011697480251954300,2.120074800247570,1,0.28636604761507600,614.9600000000000,1865.81,49.80732877800210,13961,14184.747604594900,4256.777777777780,0.36514239069067,385.923268953269,-1.6150000000000000,18,41.049,1,6.311166666666670
0.048965686730705300,3.9955481023295800,1,0,2685.714285714290,3544.1224489795900,78.92931479934360,13094.655172413800,10279.083617668700,4841,0.6489973401937910,449.01464646464600,0.09480000000000000,4,35.03,1,5.596166666666670
0.02026616049893480,1.5035469359433700,2,0,732.138888888889,4332.472222222220,71.16608118416460,14173.666666666700,7878.783712836060,4835.4,0.46856882809964500,462.15297619047600,0.008400000000000000,0,29.192,1,4.691
